Département fédéral de l'intérieur DFI
Office fédéral de météorologie et de climatologie
MétéoSuisse

Date de création: 02.01.2018 / Date de validation: cf. date de création

Valeurs mensuelles Précipitations / millimètre / Normales 1981-2010

Station	Altitude [m]	Coordonnées CH	Période de référence	Jan	Fév	Mar	Avr	Mai	Jun	Jul	Aoû	Sep	Oct	Nov	Dec	Ann.
St. Antönien	1456	781634 / 205103	01.1981-12.2010	107.9	101.7	121.0	90.2	121.4	158.0	169.8	179.6	125.9	83.8	105.9	121.3	1486.5
St. Gallen	775	747865 / 254588	01.1981-12.2010	58.7	57.4	84.1	100.3	142.7	152.9	171.9	164.4	134.9	88.9	87.7	79.8	1323.7
St. Peterzell	700	731250 / 242140	01.1981-12.2010	105.2	103.0	129.7	116.0	153.6	178.9	193.5	184.2	149.5	107.8	110.9	124.4	1656.7
St. Urban	491	631125 / 230015	01.1981-12.2010	87.2	79.0	88.6	85.9	110.7	112.1	114.3	119.7	99.8	93.9	84.5	102.4	1178.1
Sta. Maria, Val Müstair	1383	828861 / 165580	01.1981-12.2010	25.4	22.0	34.8	51.1	72.5	90.0	105.4	101.6	77.2	78.5	63.0	38.0	759.5
Stabio	353	716050 / 77966	01.1981-12.2010	73.5	63.2	82.4	155.8	191.4	135.6	114.5	146.1	162.3	151.1	150.9	88.1	1514.9
Stalden / Ackersand	700	633630 / 121150	01.1981-12.2010	37.8	28.5	40.0	45.9	59.3	48.7	39.7	50.0	42.8	55.9	51.0	45.5	545.1
Stallikon	754	680340 / 239850	01.1981-12.2010	70.2	67.3	81.9	99.6	141.7	147.2	135.5	134.6	110.4	90.0	86.7	88.7	1253.8
Stans	438	668918 / 202459	01.1981-12.2010	61.9	63.0	82.7	98.2	139.9	164.7	170.7	171.9	117.9	82.7	83.3	80.4	1317.3
Starkenbach	897	737313 / 227576	01.1981-12.2010	136.9	120.8	161.6	131.1	166.3	197.8	221.1	217.7	168.8	125.7	135.7	143.0	1926.5
Steckborn	399	715200 / 280150	01.1981-12.2010	61.5	59.2	65.4	72.3	96.4	95.0	98.3	92.6	79.1	75.3	65.7	80.9	941.7
Stiegelschwand	1467	607270 / 148550	01.1981-12.2010	129.3	118.6	125.8	105.9	142.4	166.1	178.0	171.0	121.7	105.9	115.4	144.0	1624.1
Stöckalp	1070	664320 / 183550	01.1981-12.2010	110.0	109.6	130.2	132.3	174.6	194.1	200.7	209.0	138.2	110.4	126.0	125.3	1760.4
Sulgen	445	731025 / 267175	01.1981-12.2010	57.4	57.7	71.2	77.8	114.5	116.8	116.5	117.1	103.3	74.9	73.4	80.8	1061.4
Susch	1416	802002 / 181593	01.1981-12.2010	52.8	46.0	47.4	52.2	78.0	106.8	109.0	118.1	79.4	68.2	74.3	55.7	887.9
Säntis	2502	744200 / 234920	01.1981-12.2010	254.7	222.0	268.3	204.0	203.6	233.1	284.8	276.1	223.0	176.1	226.5	264.6	2836.8
Tafers	654	583020 / 185350	01.1981-12.2010	62.1	58.4	77.6	90.2	127.8	119.4	116.4	123.6	103.2	92.9	78.2	76.9	1126.7
Tamins	667	750155 / 188614	01.1981-12.2010	80.7	74.4	81.6	73.2	94.2	115.1	129.6	134.2	104.7	75.8	96.7	83.3	1143.5
Tavanasa	800	722750 / 178980	01.1981-12.2010	83.5	72.2	80.2	79.2	101.8	107.1	122.7	129.6	114.7	89.6	98.6	81.5	1160.7
Teufen, AR	834	747784 / 250409	01.1981-12.2010	79.2	78.3	108.9	113.4	160.3	180.6	189.6	185.4	153.4	103.2	105.5	101.0	1558.8
Thun	570	611201 / 177640	01.1981-12.2010	44.9	42.9	54.2	66.5	106.0	123.3	128.6	129.5	87.3	64.7	55.2	55.6	958.7
Thusis	672	753155 / 175089	01.1981-12.2010	47.1	38.5	48.0	57.8	80.1	96.6	112.8	119.5	94.0	68.4	77.3	48.6	888.7
Tiefencastel	890	763205 / 170350	01.1981-12.2010	39.2	31.5	39.9	46.9	78.0	102.1	108.5	119.9	86.7	58.3	62.3	43.5	816.8
Torricella / Crana	1002	712695 / 103746	01.1981-12.2010	80.9	67.1	110.7	224.4	280.7	230.7	188.6	202.2	259.2	223.5	186.1	98.4	2152.5
Tour de Gourze	915	546450 / 151240	01.1981-12.2010	90.2	80.1	89.7	94.7	127.8	126.6	103.5	131.3	123.9	120.4	104.0	103.2	1295.4
Trogen	975	752170 / 251770	01.1981-12.2010	86.0	84.4	115.4	124.6	163.7	192.6	199.9	191.9	161.7	106.9	115.5	111.7	1654.3
Trun	834	719985 / 178224	01.1981-12.2010	78.0	70.9	74.8	80.6	102.4	103.5	114.4	119.9	109.8	87.0	100.1	77.9	1119.3
Tschiertschen	1273	765538 / 187679	01.1981-12.2010	63.5	57.2	67.1	67.9	100.2	126.2	138.4	147.8	111.0	71.3	78.3	69.3	1098.2
Ulrichen	1345	666740 / 150760	01.1981-12.2010	105.9	90.0	99.8	98.6	125.6	94.8	83.5	96.6	93.9	103.6	115.4	104.4	1212.1
Unterkulm	454	650838 / 241212	01.1981-12.2010	88.0	83.2	93.2	87.2	120.4	119.3	117.8	115.3	97.7	94.5	88.7	103.5	1208.8
Unterschächen	1470	701900 / 192000	01.1981-12.2010	116.2	123.6	144.9	133.7	163.3	192.4	205.3	209.4	153.3	111.4	138.3	124.8	1816.6
Urnerboden	1395	712650 / 195250	01.1981-12.2010	104.9	99.7	127.9	121.4	156.0	204.6	249.7	242.1	174.8	114.6	128.6	111.7	1836.0
Urnäsch	825	739205 / 241765	01.1981-12.2010	118.3	112.6	148.9	137.3	180.8	195.6	210.9	203.6	164.2	117.0	127.0	138.8	1855.0
Uster	438	694712 / 245206	01.1981-12.2010	70.3	70.8	83.6	88.9	121.6	135.6	129.5	126.1	100.2	86.7	82.4	89.9	1185.6
Vaduz	457	757719 / 221697	01.1981-12.2010	40.1	37.3	55.5	53.7	83.4	112.2	134.3	138.5	99.4	60.8	56.9	50.7	922.8
Valeyres-sous-Rances	512	530230 / 178350	01.1981-12.2010	76.7	70.7	68.8	62.3	88.6	85.4	76.4	80.9	86.9	86.4	79.5	90.4	953.0
Vallorbe	748	519400 / 174060	01.1981-12.2010	127.3	112.7	111.1	103.3	125.2	122.3	109.3	101.5	109.5	124.2	120.5	142.6	1409.5
Vals	1242	734016 / 165552	01.1981-12.2010	58.5	47.1	64.6	90.5	119.5	121.2	134.8	138.2	134.9	100.4	104.7	66.1	1180.5
Vella	1245	732650 / 175670	01.1981-12.2010	62.7	57.1	67.6	75.0	100.8	102.7	118.6	125.7	104.8	74.5	89.8	63.5	1042.8
Vevey / Corseaux	405	552106 / 146847	01.1981-12.2010	85.4	76.5	88.2	96.9	128.4	127.3	117.2	128.3	117.4	112.8	94.7	97.3	1270.4
Vicosoprano	1089	768485 / 135866	01.1981-12.2010	70.5	52.8	75.9	139.7	167.8	144.8	142.6	150.0	143.4	144.2	142.3	90.3	1464.3
Villars-Tiercelin	859	544198 / 163651	01.1981-12.2010	108.5	94.4	107.4	104.7	134.7	126.5	115.4	130.7	124.6	140.6	115.5	128.4	1431.4
Vira, Gambarogno	199	709400 / 111680	01.1981-12.2010	70.2	58.8	95.6	189.5	230.7	192.5	154.8	186.1	217.1	187.9	170.8	88.5	1842.5
Visp	639	631149 / 128020	01.1981-12.2010	53.2	43.1	49.5	46.0	55.0	43.7	42.5	45.8	41.1	56.6	56.9	62.2	595.6
Vrin	1384	727424 / 168526	01.1981-12.2010	60.1	50.2	68.7	83.1	111.5	124.2	148.9	148.0	121.0	82.9	85.8	62.6	1147.0
Vättis	939	752732 / 197282	01.1981-12.2010	79.0	72.9	80.1	61.3	91.7	116.7	132.7	138.1	102.9	71.4	89.6	80.0	1116.4
Wahlendorf	760	592250 / 205940	01.1981-12.2010	82.6	78.1	91.1	90.9	116.8	113.5	107.7	122.1	102.8	105.5	91.3	104.8	1207.2
Wald / Tanne	1075	757025 / 254230	01.1981-12.2010	59.7	60.2	87.9	93.6	136.5	165.9	185.0	173.0	141.0	87.2	88.8	78.7	1357.5
Waldegg	550	676900 / 246180	01.1981-12.2010	67.3	65.4	80.3	88.0	124.2	130.7	123.4	119.7	96.9	85.9	82.7	86.5	1151.0
Wangen b. Olten	435	633280 / 242760	01.1981-12.2010	69.7	69.1	74.2	72.1	97.0	99.2	102.6	104.3	88.2	83.3	73.9	91.0	1024.6
Wasen im Emmental	770	627850 / 210550	01.1981-12.2010	85.0	84.9	103.3	119.6	169.4	169.4	162.6	166.4	128.5	108.6	103.3	103.5	1504.5
Weesen	425	724983 / 221383	01.1981-12.2010	102.7	101.5	131.2	120.5	146.9	184.1	201.8	200.6	150.9	104.3	120.5	122.5	1687.5
Weinfelden	477	726403 / 269983	01.1981-12.2010	57.8	56.7	68.0	71.6	107.1	99.8	105.1	102.8	90.9	72.3	69.2	78.8	980.1
Weissfluhjoch	2691	780615 / 189634	01.1981-12.2010	98.9	89.7	96.1	83.1	115.0	165.0	181.7	192.5	119.3	78.1	96.5	95.1	1411.0
Weisstannen	1010	744900 / 205820	01.1981-12.2010	92.7	86.4	112.4	96.5	120.0	153.9	172.9	179.5	129.5	92.7	105.4	101.7	1443.6
Widnau	411	766485 / 248850	01.1981-12.2010	55.2	56.0	74.4	82.8	121.2	146.7	162.3	151.5	118.5	79.7	80.5	75.8	1204.6
Wil, ZH	406	680340 / 273225	01.1981-12.2010	85.1	77.6	82.1	79.3	101.4	102.7	97.4	91.3	81.5	88.8	82.2	98.3	1067.7
Wilchingen	420	677050 / 280200	01.1981-12.2010	79.6	69.0	72.9	66.9	88.6	91.4	88.7	84.5	72.4	82.5	71.0	93.4	960.9
Wildhaus	998	746129 / 229568	01.1981-12.2010	101.7	94.6	128.7	104.3	151.7	177.9	213.4	204.9	154.2	109.0	112.7	118.2	1671.3
Wimmis	648	617229 / 168864	01.1981-12.2010	87.7	82.7	94.4	105.1	142.8	160.5	166.6	158.7	112.6	89.9	97.4	97.8	1396.2
Winterthur / Seen	506	699845 / 259054	01.1981-12.2010	75.2	72.9	85.5	87.3	115.3	112.6	118.6	112.8	96.8	86.8	84.6	94.6	1143.0
Wittnau	463	639941 / 258983	01.1981-12.2010	80.5	72.4	88.5	86.0	114.1	106.5	110.5	111.2	90.6	90.1	87.6	98.8	1136.8
Witzwil	433	570636 / 205385	01.1981-12.2010	67.1	62.5	68.1	67.5	90.7	92.1	86.7	104.9	91.4	91.4	77.1	88.2	987.7
Wynau	422	626400 / 233850	01.1981-12.2010	81.3	73.1	81.0	76.3	106.5	105.7	109.5	119.3	102.1	96.0	81.5	97.1	1129.4
Wädenswil	485	693847 / 230744	01.1981-12.2010	81.5	77.1	98.7	99.7	135.3	154.7	152.4	164.1	127.0	100.0	98.0	101.9	1390.4
Yverdon-les-Bains	433	539855 / 181540	01.1981-12.2010	67.6	59.7	63.0	63.1	86.9	86.6	84.2	87.2	90.6	88.8	75.0	81.4	934.1
Zermatt	1638	624350 / 97560	01.1981-12.2010	42.4	35.2	38.2	45.7	74.3	67.0	54.9	64.9	55.4	59.9	55.8	44.9	638.6
Zernez	1470	802721 / 175275	01.1981-12.2010	48.7	39.8	38.5	40.7	66.7	83.9	91.6	102.6	64.2	56.8	67.5	49.9	750.9
Zervreila	1738	728780 / 159993	01.1981-12.2010	78.0	63.4	81.6	98.9	132.6	142.1	152.3	158.8	140.1	102.7	109.6	77.9	1338.0
Zofingen	417	636390 / 238480	01.1981-12.2010	81.3	78.2	83.5	78.1	106.7	110.6	113.8	111.3	97.0	91.8	86.1	101.8	1140.2
Zugerberg	920	682975 / 222000	01.1981-12.2010	59.9	57.2	80.9	97.7	145.2	180.0	173.5	175.8	127.4	88.0	77.6	78.6	1341.8
Zweisimmen	1015	595870 / 155480	01.1981-12.2010	106.4	98.8	95.9	87.8	123.9	139.5	152.8	142.0	103.9	92.0	93.6	115.3	1351.9
Zwillikon	461	675138 / 238165	01.1981-12.2010	55.3	56.1	70.6	85.7	129.3	135.4	139.3	132.8	102.5	79.9	71.2	76.1	1134.2
Zürich / Affoltern	443	681428 / 253546	01.1981-12.2010	61.4	59.9	74.3	79.1	114.1	116.2	112.3	105.8	90.2	84.1	77.5	79.0	1053.9
Zürich / Fluntern	555	685117 / 248066	01.1981-12.2010	62.8	63.8	78.5	83.4	122.5	127.7	123.7	124.3	99.2	86.2	78.7	82.7	1133.5
Zürich / Kloten	426	682710 / 259339	01.1981-12.2010	64.9	59.9	73.5	73.7	108.5	110.4	114.6	107.9	90.4	86.8	76.4	80.7	1047.7

